"an","aff_str","ror_ids","match_status","Unnamed: 4","ror_names"
"7192591","Departamento de Estadística, Pontifícia Universidad Católica de Chile, Santiago, Chile","04teye511","TP","","Pontificia Universidad Católica de Chile"
"7192591","Departamento de Estatística, Universidade Federal de Juiz de Fora, Juiz de Fora-MG, Brazil","04yqw9c44","TP","","Universidade Federal de Juiz de Fora"
"7192592","Academy of Mathematics and Systems Science Chinese Academy of Sciences, Beijing, People's Republic of China","034t30j35","TP","","Chinese Academy of Sciences"
"7192592","School of Statistics, East China Normal University, Shanghai, People's Republic of China","02n96ep67","TP","","East China Normal University"
"7192592","School of Statistics and Information, Shanghai University of International Business and Economics, Shanghai, People's Republic of China","031t68441","TP","","Shanghai University of International Business and Economics"
"7192592","School of Statistics and Management, Shanghai University of Finance and Economics, Shanghai, People's Republic of China","00wtvfq62","TP","","Shanghai University of Finance and Economics"
"7192593","Department of Statistics and Department of Economics, Harvard University, Cambridge, MA, USA","03vek6s52","TP","","Harvard University"
"7192593","Department of Statistics, Harvard University, Cambridge, MA, USA","03vek6s52","TP","","Harvard University"
"7192594","RiskLab Switzerland, Department of Mathematics, ETH Zurich, Zurich, Switzerland","05a28rw58","TP","","ETH Zurich"
"7192595","Department of Mathematics and Statistics, University of North Carolina at Charlotte, Charlotte, NC, USA","04dawnj30","TP","","University of North Carolina at Charlotte"
"7192595","School of Statistics, Beijing Normal University, Beijing, People's Republic of China","022k4wk35","TP","","Beijing Normal University"
"7192595","Department of Statistics, School of Economics, Jinan University, Guangzhou, People's Republic of China","02xe5ns62","TP","","Jinan University"
"7192596","Institute of Mathematical Science and Computing, University of São Paulo, São Carlos, Brazil","036rp1748","TP","","Universidade de São Paulo"
"7192597","Department of Statistics, University of Brasília, Brasília- DF, Brazil","02xfp8v59","TP","","Universidade de Brasília"
"7192597","Department of Mathematics, University of Brasília, Brasília- DF, Brazil","02xfp8v59","TP","","Universidade de Brasília"
"7192598","Center for Applied Statistics, School of Statistics, Renmin University of China, Beijing, People's Republic of China","041pakw92","TP","","Renmin University of China"
"7192599","ICAR-Indian Agricultural Statistics Research Institute, New Delhi, India","03rsgdh53","FP_wrong","","ICAR - Central Island Agricultural Research Institute"
"7192600","Department of Statistics, Zhejiang Gongshang University, Hangzhou, People's Republic of China","0569mkk41","TP","","Zhejiang Gongshang University"
"7192600","Department of Biostatistics, School of Medicine, Virginia Commonwealth University, Richmond, VA, USA","02nkdxk79","TP","","Virginia Commonwealth University"
"7192600","School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, People's Republic of China","0569mkk41","TP","","Zhejiang Gongshang University"
"7192600","Epidemiology and Biostatistics Program, School of Community Health Sciences, University of Nevada Las Vegas, Las Vegas, NV, USA","0406gha72","TP","","University of Nevada, Las Vegas"
"7192601","Department of Biostatistics, Jiann-Ping Hsu College of Public Health, Georgia Southern University, GA, USA","00k85q565;04agmb972","FP_partial","","Mitte Foundation;Georgia Southern University"
"7192602","Department of Statistics, Ferdowsi University of Mashhad, Mashhad, Iran","00g6ka752","TP","","Ferdowsi University of Mashhad"
"7192602","Present address: Department of Statistics, University of Bojnord, PO Box 94531-1339 Bojnord, Iran","05khxfe53","TP","","University of Bojnord"
"7192603","School of Mathematics, University of Manchester, Manchester, UK","027m9bs27","TP","","University of Manchester"
"7192603","Department of Statistics, Hacettepe University, Ankara, Turkey","04kwvgz42","TP","","Hacettepe University"
"7192604","Department of Mathematics, Texas A&M University–Kingsville, Kingsville, TX, USA","05abs3w97","TP","","Texas A&M University – Kingsville"
"7192605","Department of Mathematics and Statistics, Memorial University of Newfoundland, St. John's, Newfoundland, Canada","04haebc03","TP","","Memorial University of Newfoundland"
"7192605","School of Mathematics and Statistics, Carleton University, Ottawa, Ontario, Canada","02qtvee93","TP","","Carleton University"
"7192606","School of Statistics, Renmin University of China, Beijing, People's Republic of China","041pakw92","TP","","Renmin University of China"
"7192607","Department of Mathematics and Technology, RheinAhrCampus, Koblenz University of Applied Sciences, Remagen, Germany","04j351e79","TP","","Koblenz University of Applied Sciences"
"7192607","School of Biology, University of St Andrews, St Andrews, Fife, UK","02wn5qz54","TP","","University of St Andrews"
"7192608","Faculty of Mathematical Sciences, University of Mazandaran, Babolsar, Iran","05fp9g671","TP","","University of Mazandaran"
"7192609","School of Mathematics and Statistics, Hebei University of Economics and Business, Shijiazhuang, People's Republic of China","05j1kc284","TP","","Hebei University of Economics and Business"
"7192609","Department of Mathematics, China Agricultural University, Beijing, People's Republic of China","04v3ywz14","TP","","China Agricultural University"
"7192610","Department of Statistics, Bartin University, Bartin, Turkey","03te4vd35","TP","","Bartin University"
"7192610","Department of Statistics, Ankara University, Ankara, Turkey","01wntqw50","TP","","Ankara University"
"7192612","Business School, Liaoning University, Shenyang, People's Republic of China","03xpwj629","TP","","Liaoning University"
"7192612","College of Science, Shenyang Agricultural University, Shenyang, People's Republic of China","01n7x9n08","TP","","Shenyang Agricultural University"
"7192612","Department of Mathematics, Liaoning University, Shenyang, People's Republic of China","03xpwj629","TP","","Liaoning University"
"7192612","Institute of Statistics and LPMC, Nankai University, Tianjin, People's Republic of China","01y1kjr75","TP","","Nankai University"
"7192613","Department of Statistics, Virginia Tech, Blacksburg, VA, USA","02smfhw86","TP","","Virginia Tech"
"7192613","University of Virginia, Charlottesville, VA, USA","0153tk833","TP","","University of Virginia"
"7192614","School of Engineering and Science, Tecnologico de Monterrey, Monterrey, Mexico","03ayjn504","TP","","Tecnológico de Monterrey"
"7192614","Department of Mathematics and Statistics, Texas Tech University, Lubbock, TX, USA","034aqab36","TP","","Texas Tech University"
"7192615","Faculty of Science, Department of Statistics, Mugla Sitki Kocman University, Muğla, Turkey","05n2cz176","TP","","Muğla University"
"7192616","Department of Mathematics, University of Louisiana at Lafayette, Lafayette, LA, USA","01x8rc503","TP","","University of Louisiana at Lafayette"
"7192617","Department of Statistics, Virginia Tech, Blacksburg, VA, USA","02smfhw86","TP","","Virginia Tech"
"7192617","Department of Mathematics and Statistics, McMaster University, Hamilton, Canada","02fa3aq29","TP","","McMaster University"
"7192618","State Key Laboratory of Mechanics and Control of Mechanical Structures, Nanjing University of Aeronautics and Astronautics, Nanjing, People's Republic of China","01scyh794","TP","","Nanjing University of Aeronautics and Astronautics"
"7192618","Institute of Nano Science, Nanjing University of Aeronautics and Astronautics, Nanjing, People's Republic of China","01scyh794","TP","","Nanjing University of Aeronautics and Astronautics"
"7192618","Department of Mathematics, Nanjing University of Aeronautics and Astronautics, Nanjing, People's Republic of China","01scyh794","TP","","Nanjing University of Aeronautics and Astronautics"
"7192618","Faculty of Mathematics and Physics, Huaiyin Institute of Technology, Huai'an, People's Republic of China","0555ezg60","TP","","Huaiyin Institute of Technology"
"7192619","Department of Mathematics and Statistics, University of Winnipeg, Winnipeg, Canada","02gdzyx04","TP","","University of Winnipeg"
"7192619","Department of Statistics, Shahrood University of Technology, Shahrood, Iran","00yqvtm78","TP","","University of Shahrood"
"7192620","Department of Statistics, Universidad Carlos III de Madrid, Madrid, Spain","03ths8210","TP","","Universidad Carlos III de Madrid"
"7192620","Instituto Flores de Lemus, Madrid, Spain","0321tjn48","TP","","Instituto de Formación y Estudios Sociales"
"7192620","Escuela Técnica Superior de Ingenieros Industriales, Universidad Politécnica de Madrid, Madrid, Spain","03n6nwv02","TP","","Universidad Politécnica de Madrid"
"7192621","School of Mathematics, Statistics and Computer Science, College of Science, University of Tehran, Tehran, Iran","05vf56z40","TP","","University of Tehran"
"7192622","School of Mathematical Sciences, Xiamen University, Xiamen, People's Republic of China","00mcjh785","TP","","Xiamen University"
"7192623","RECITS Laboratory, Faculty of Mathematics, USTHB, Algiers, Algeria","02kb89c09","TP","","University of Sciences and Technology Houari Boumediene"
"7192624","Department of Statistics, Faculty of Science and Letters, Çukurova University, Adana, Turkey","05wxkj555","TP","","Cukurova University"
"7192625","Department of Statistics, Quaid-i-Azam University, Islamabad, Pakistan","04s9hft57","TP","","Quaid-i-Azam University"
"7192626","Faculty of Sciences, Department of Statistics, Dokuz Eylul University, Izmir, Turkey","00dbd8b73","TP","","Dokuz Eylül University"
"7192627","Department of Mathematics, National Institute of Technology, Calicut, Kerala, India","01vmfpj79","FP_wrong","","National Institute of Technology Goa"
"7192628","Plan and Budget Organization of Mazandaran, Sari, Iran","","TN","",""
"7192628","Statistical Research and Training Center, Tehran, Iran","","TN","",""
"7192629","Department of Statistics, University of Pretoria, Pretoria, South Africa","00g0p6g84","TP","","University of Pretoria"
"7192629","Department of Mathematics and Statistics, McMaster University, Ontario, Canada","02fa3aq29","TP","","McMaster University"
"7192630","Department of Mathematics, Institute of Infrastructure, Technology, Research and Management (IITRAM), Ahmedabad, India","03xcn0p72","FP_wrong","","Institute of Himalayan Bioresource Technology"
"7192631","Department of Industrial Engineering, Cullen College of Engineering, University of Houston, Houston, TX, USA","048sx0r50","TP","","University of Houston"
"7192631","Department of Statistics, Faculty of Mathematics, Statistics and Computer Sciences, Semnan University, Semnan, Iran","029gksw03","TP","","Semnan University"
